id	baseMean	baseMeanA	baseMeanB	foldChange	log2FoldChange	pval	padj
CG13700	0.189717304584554	0	0.379434609169109	Inf	Inf	1	1
CG13712	0.14514354277424	0	0.29028708554848	Inf	Inf	1	1
CG13722	1.88686605606512	0	3.77373211213024	Inf	Inf	0.559271954849245	1
CG13723	0.29028708554848	0	0.58057417109696	Inf	Inf	1	1
CG13725	0.14514354277424	0	0.29028708554848	Inf	Inf	1	1
CG13747	0.334860847358795	0	0.669721694717589	Inf	Inf	1	1
CG13786	0.14514354277424	0	0.29028708554848	Inf	Inf	1	1
CG13794	0.14514354277424	0	0.29028708554848	Inf	Inf	1	1
CG13842	1.88686605606512	0	3.77373211213024	Inf	Inf	0.559271954849245	1
CG13843	0.14514354277424	0	0.29028708554848	Inf	Inf	1	1
CG13884	0.14514354277424	0	0.29028708554848	Inf	Inf	1	1
CG13889	1.73030025594758	0	3.46060051189517	Inf	Inf	0.615449684850935	1
CG13946	0.29028708554848	0	0.58057417109696	Inf	Inf	1	1
CG13949	0.43543062832272	0	0.870861256645441	Inf	Inf	1	1
CG13984	0.14514354277424	0	0.29028708554848	Inf	Inf	1	1
CG14062	0.14514354277424	0	0.29028708554848	Inf	Inf	1	1
CG14082	0.58057417109696	0	1.16114834219392	Inf	Inf	1	1
CG14086	0.189717304584554	0	0.379434609169109	Inf	Inf	1	1
CG14088	1.16114834219392	0	2.32229668438784	Inf	Inf	0.787222115260902	1
CG14089	0.14514354277424	0	0.29028708554848	Inf	Inf	1	1
CG14105	0.29028708554848	0	0.58057417109696	Inf	Inf	1	1
CG14127	0.14514354277424	0	0.29028708554848	Inf	Inf	1	1
CG14154	0.14514354277424	0	0.29028708554848	Inf	Inf	1	1
CG14168	0.14514354277424	0	0.29028708554848	Inf	Inf	1	1
CG14191	0.29028708554848	0	0.58057417109696	Inf	Inf	1	1
CG14218	0.379434609169109	0	0.758869218338218	Inf	Inf	1	1
CG14246	1.62973047498366	0	3.25946094996732	Inf	Inf	0.650556755069809	1
CG14247	0.189717304584554	0	0.379434609169109	Inf	Inf	1	1
CG14262	0.14514354277424	0	0.29028708554848	Inf	Inf	1	1
CG1428	0.189717304584554	0	0.379434609169109	Inf	Inf	1	1
CG14282	0.189717304584554	0	0.379434609169109	Inf	Inf	1	1
CG14297	0.189717304584554	0	0.379434609169109	Inf	Inf	1	1
CG14300	0.814865237491829	0	1.62973047498366	Inf	Inf	0.935734073259095	1
CG14302	0.58057417109696	0	1.16114834219392	Inf	Inf	1	1
CG14313	0.725717713871201	0	1.4514354277424	Inf	Inf	0.958089921113017	1
CG14346	0.43543062832272	0	0.870861256645441	Inf	Inf	1	1
CG14380	0.334860847358795	0	0.669721694717589	Inf	Inf	1	1
CG14400	0.334860847358795	0	0.669721694717589	Inf	Inf	1	1
CG14427	0.480004390133035	0	0.960008780266069	Inf	Inf	1	1
CG14439	4.56575283493548	0	9.13150566987096	Inf	Inf	0.166894023347155	1
CG14495	0.758869218338218	0	1.51773843667644	Inf	Inf	0.977128278558842	1
CG14505	0.189717304584554	0	0.379434609169109	Inf	Inf	1	1
CG14521	0.29028708554848	0	0.58057417109696	Inf	Inf	1	1
CG14529	0.29028708554848	0	0.58057417109696	Inf	Inf	1	1
CG14540	0.58057417109696	0	1.16114834219392	Inf	Inf	1	1
CG14563	0.29028708554848	0	0.58057417109696	Inf	Inf	1	1
CG14564	0.14514354277424	0	0.29028708554848	Inf	Inf	1	1
CG14573	0.189717304584554	0	0.379434609169109	Inf	Inf	1	1
CG14579	0.43543062832272	0	0.870861256645441	Inf	Inf	1	1
CG14590	1.25029586581455	0	2.5005917316291	Inf	Inf	0.766366358780065	1
CG14626	0.725717713871201	0	1.4514354277424	Inf	Inf	0.958089921113017	1
CG14628	0.189717304584554	0	0.379434609169109	Inf	Inf	1	1
CG14635	1.74172251329088	0	3.48344502658176	Inf	Inf	0.599213341109164	1
CG14661	0.29028708554848	0	0.58057417109696	Inf	Inf	1	1
CG14669	1.59657897051664	0	3.19315794103328	Inf	Inf	0.641882991680506	1
CG14689	0.14514354277424	0	0.29028708554848	Inf	Inf	1	1
CG14691	0.14514354277424	0	0.29028708554848	Inf	Inf	1	1
CG14718	0.14514354277424	0	0.29028708554848	Inf	Inf	1	1
CG14760	0.870861256645441	0	1.74172251329088	Inf	Inf	0.8986164075894	1
CG14810	0.14514354277424	0	0.29028708554848	Inf	Inf	1	1
CG14829	0.43543062832272	0	0.870861256645441	Inf	Inf	1	1
CG14880	1.4514354277424	0	2.9028708554848	Inf	Inf	0.687392963469767	1
CG14983	0.14514354277424	0	0.29028708554848	Inf	Inf	1	1
CG14989	1.23887360847125	0	2.4777472169425	Inf	Inf	0.789497795173046	1
CG14990	0.14514354277424	0	0.29028708554848	Inf	Inf	1	1
CG15025	0.14514354277424	0	0.29028708554848	Inf	Inf	1	1
CG15042	0.334860847358795	0	0.669721694717589	Inf	Inf	1	1
CG15043	1.13830382750733	0	2.27660765501465	Inf	Inf	0.835476372154216	1
CG15048	0.758869218338218	0	1.51773843667644	Inf	Inf	0.977128278558842	1
CG15059	0.379434609169109	0	0.758869218338218	Inf	Inf	1	1
CG15065	1.13830382750733	0	2.27660765501465	Inf	Inf	0.835476372154216	1
CG15127	0.379434609169109	0	0.758869218338218	Inf	Inf	1	1
CG15136	0.725717713871201	0	1.4514354277424	Inf	Inf	0.958089921113017	1
CG15143	0.43543062832272	0	0.870861256645441	Inf	Inf	1	1
CG15185	0.14514354277424	0	0.29028708554848	Inf	Inf	1	1
CG15203	0.29028708554848	0	0.58057417109696	Inf	Inf	1	1
CG15252	1.4514354277424	0	2.9028708554848	Inf	Inf	0.687392963469767	1
CG15255	0.189717304584554	0	0.379434609169109	Inf	Inf	1	1
CG15269	1.01600479941968	0	2.03200959883936	Inf	Inf	0.841539197247342	1
CG15306	0.58057417109696	0	1.16114834219392	Inf	Inf	1	1
CG15368	0.29028708554848	0	0.58057417109696	Inf	Inf	1	1
CG15398	1.01600479941968	0	2.03200959883936	Inf	Inf	0.841539197247342	1
CG15414	0.58057417109696	0	1.16114834219392	Inf	Inf	1	1
CG15434	1.01600479941968	0	2.03200959883936	Inf	Inf	0.841539197247342	1
CG1545	0.29028708554848	0	0.58057417109696	Inf	Inf	1	1
CG15460	0.379434609169109	0	0.758869218338218	Inf	Inf	1	1
CG15475	0.14514354277424	0	0.29028708554848	Inf	Inf	1	1
CG15498	0.43543062832272	0	0.870861256645441	Inf	Inf	1	1
CG1552	0.189717304584554	0	0.379434609169109	Inf	Inf	1	1
CG15522	0.758869218338218	0	1.51773843667644	Inf	Inf	0.977128278558842	1
CG15543	0.29028708554848	0	0.58057417109696	Inf	Inf	1	1
CG15546	0.714295456527903	0	1.42859091305581	Inf	Inf	0.987185371950856	1
CG15548	0.29028708554848	0	0.58057417109696	Inf	Inf	1	1
CG15572	0.189717304584554	0	0.379434609169109	Inf	Inf	1	1
CG15594	0.189717304584554	0	0.379434609169109	Inf	Inf	1	1
CG15597	0.379434609169109	0	0.758869218338218	Inf	Inf	1	1
CG15630	0.725717713871201	0	1.4514354277424	Inf	Inf	0.958089921113017	1
CG15631	0.14514354277424	0	0.29028708554848	Inf	Inf	1	1
CG15634	0.58057417109696	0	1.16114834219392	Inf	Inf	1	1
CG15638	0.29028708554848	0	0.58057417109696	Inf	Inf	1	1
CG15649	1.16114834219392	0	2.32229668438784	Inf	Inf	0.787222115260902	1
CG15674	0.334860847358795	0	0.669721694717589	Inf	Inf	1	1
CG15730	0.29028708554848	0	0.58057417109696	Inf	Inf	1	1
CG15764	0.189717304584554	0	0.379434609169109	Inf	Inf	1	1
CG15882	0.189717304584554	0	0.379434609169109	Inf	Inf	1	1
CG15923	1.74172251329088	0	3.48344502658176	Inf	Inf	0.599213341109164	1
CG1607	0.29028708554848	0	0.58057417109696	Inf	Inf	1	1
CG16736	0.189717304584554	0	0.379434609169109	Inf	Inf	1	1
CG16772	0.58057417109696	0	1.16114834219392	Inf	Inf	1	1
CG16775	0.948586522922772	0	1.89717304584554	Inf	Inf	0.904543519044124	1
CG16782	0.29028708554848	0	0.58057417109696	Inf	Inf	1	1
CG16836	2.96917386441884	0	5.93834772883767	Inf	Inf	0.353374661427208	1
CG16894	0.189717304584554	0	0.379434609169109	Inf	Inf	1	1
CG17003	0.29028708554848	0	0.58057417109696	Inf	Inf	1	1
CG17005	0.714295456527903	0	1.42859091305581	Inf	Inf	0.987185371950856	1
CG17010	0.189717304584554	0	0.379434609169109	Inf	Inf	1	1
CG17104	1.16114834219392	0	2.32229668438784	Inf	Inf	0.787222115260902	1
CG17122	0.14514354277424	0	0.29028708554848	Inf	Inf	1	1
CG17197	0.189717304584554	0	0.379434609169109	Inf	Inf	1	1
CG17198	0.14514354277424	0	0.29028708554848	Inf	Inf	1	1
CG17242	0.189717304584554	0	0.379434609169109	Inf	Inf	1	1
CG17279	0.189717304584554	0	0.379434609169109	Inf	Inf	1	1
CG17287	0.43543062832272	0	0.870861256645441	Inf	Inf	1	1
CG17325	0.189717304584554	0	0.379434609169109	Inf	Inf	1	1
CG17362	0.29028708554848	0	0.58057417109696	Inf	Inf	1	1
CG17364	1.30629188496816	0	2.61258376993632	Inf	Inf	0.735827032369089	1
CG17377	0.14514354277424	0	0.29028708554848	Inf	Inf	1	1
CG17440	6.59664716621197	0	13.1932943324239	Inf	Inf	0.0727755010172416	1
CG17571	0.29028708554848	0	0.58057417109696	Inf	Inf	1	1
CG17572	0.14514354277424	0	0.29028708554848	Inf	Inf	1	1
CG17599	0.14514354277424	0	0.29028708554848	Inf	Inf	1	1
CG17669	0.43543062832272	0	0.870861256645441	Inf	Inf	1	1
CG17751	0.625147932907275	0	1.25029586581455	Inf	Inf	1	1
CG17784	0.29028708554848	0	0.58057417109696	Inf	Inf	1	1
CG17821	0.58057417109696	0	1.16114834219392	Inf	Inf	1	1
CG17826	0.29028708554848	0	0.58057417109696	Inf	Inf	1	1
CG18170	0.14514354277424	0	0.29028708554848	Inf	Inf	1	1
CG18265	1.68572649413727	0	3.37145298827454	Inf	Inf	0.624042421914734	1
CG18302	0.29028708554848	0	0.58057417109696	Inf	Inf	1	1
CG18418	0.625147932907275	0	1.25029586581455	Inf	Inf	1	1
CG18449	0.379434609169109	0	0.758869218338218	Inf	Inf	1	1
CG18537	0.379434609169109	0	0.758869218338218	Inf	Inf	1	1
CG18577	0.189717304584554	0	0.379434609169109	Inf	Inf	1	1
CG18605	0.14514354277424	0	0.29028708554848	Inf	Inf	1	1
CG18609	0.758869218338218	0	1.51773843667644	Inf	Inf	0.977128278558842	1
CG18745	0.14514354277424	0	0.29028708554848	Inf	Inf	1	1
CG18746	0.189717304584554	0	0.379434609169109	Inf	Inf	1	1
CG18748	0.379434609169109	0	0.758869218338218	Inf	Inf	1	1
CG18765	0.29028708554848	0	0.58057417109696	Inf	Inf	1	1
CG1889	0.870861256645441	0	1.74172251329088	Inf	Inf	0.8986164075894	1
CG1979	0.14514354277424	0	0.29028708554848	Inf	Inf	1	1
CG1999	0.189717304584554	0	0.379434609169109	Inf	Inf	1	1
CG2016	0.43543062832272	0	0.870861256645441	Inf	Inf	1	1
CG2022	0.43543062832272	0	0.870861256645441	Inf	Inf	1	1
CG2104	3.04801439825904	0	6.09602879651808	Inf	Inf	0.428239418661086	1
CG2111	0.725717713871201	0	1.4514354277424	Inf	Inf	0.958089921113017	1
CG2127	0.14514354277424	0	0.29028708554848	Inf	Inf	1	1
CG2209	0.14514354277424	0	0.29028708554848	Inf	Inf	1	1
CG2256	0.714295456527903	0	1.42859091305581	Inf	Inf	0.987185371950856	1
CG2336	0.189717304584554	0	0.379434609169109	Inf	Inf	1	1
CG2574	0.14514354277424	0	0.29028708554848	Inf	Inf	1	1
CG2652	0.14514354277424	0	0.29028708554848	Inf	Inf	1	1
CG2663	0.29028708554848	0	0.58057417109696	Inf	Inf	1	1
CG2750	1.4514354277424	0	2.9028708554848	Inf	Inf	0.687392963469767	1
CG2839	0.14514354277424	0	0.29028708554848	Inf	Inf	1	1
CG2861	0.14514354277424	0	0.29028708554848	Inf	Inf	1	1
CG2975	0.14514354277424	0	0.29028708554848	Inf	Inf	1	1
CG30026	0.14514354277424	0	0.29028708554848	Inf	Inf	1	1
CG30039	0.189717304584554	0	0.379434609169109	Inf	Inf	1	1
CG30053	0.334860847358795	0	0.669721694717589	Inf	Inf	1	1
CG30075	0.29028708554848	0	0.58057417109696	Inf	Inf	1	1
CG30076	0.334860847358795	0	0.669721694717589	Inf	Inf	1	1
CG30103	0.29028708554848	0	0.58057417109696	Inf	Inf	1	1
CG30116	2.94744461729512	0	5.89488923459023	Inf	Inf	0.339840591249971	1
CG30160	0.379434609169109	0	0.758869218338218	Inf	Inf	1	1
CG30268	0.189717304584554	0	0.379434609169109	Inf	Inf	1	1
CG30275	0.725717713871201	0	1.4514354277424	Inf	Inf	0.958089921113017	1
CG30379	0.29028708554848	0	0.58057417109696	Inf	Inf	1	1
CG30385	0.14514354277424	0	0.29028708554848	Inf	Inf	1	1
CG30395	0.14514354277424	0	0.29028708554848	Inf	Inf	1	1
CG30398	0.29028708554848	0	0.58057417109696	Inf	Inf	1	1
CG30429	0.14514354277424	0	0.29028708554848	Inf	Inf	1	1
CG30471	0.29028708554848	0	0.58057417109696	Inf	Inf	1	1
CG30486	0.379434609169109	0	0.758869218338218	Inf	Inf	1	1
CG30488	0.569151913753663	0	1.13830382750733	Inf	Inf	1	1
CG3088	0.29028708554848	0	0.58057417109696	Inf	Inf	1	1
CG31008	0.379434609169109	0	0.758869218338218	Inf	Inf	1	1
CG31010	0.14514354277424	0	0.29028708554848	Inf	Inf	1	1
CG31087	0.379434609169109	0	0.758869218338218	Inf	Inf	1	1
CG31099	0.43543062832272	0	0.870861256645441	Inf	Inf	1	1
CG31148	0.14514354277424	0	0.29028708554848	Inf	Inf	1	1
CG31207	0.14514354277424	0	0.29028708554848	Inf	Inf	1	1
CG3124	0.189717304584554	0	0.379434609169109	Inf	Inf	1	1
CG31245	0.14514354277424	0	0.29028708554848	Inf	Inf	1	1
CG31248	0.758869218338218	0	1.51773843667644	Inf	Inf	0.977128278558842	1
CG31268	0.189717304584554	0	0.379434609169109	Inf	Inf	1	1
CG31294	0.714295456527903	0	1.42859091305581	Inf	Inf	0.987185371950856	1
CG31358	0.14514354277424	0	0.29028708554848	Inf	Inf	1	1
CG31404	0.14514354277424	0	0.29028708554848	Inf	Inf	1	1
CG31413	0.29028708554848	0	0.58057417109696	Inf	Inf	1	1
CG31419	0.29028708554848	0	0.58057417109696	Inf	Inf	1	1
CG31437	0.524578151943349	0	1.0491563038867	Inf	Inf	1	1
CG31446	0.758869218338218	0	1.51773843667644	Inf	Inf	0.977128278558842	1
CG31459	0.14514354277424	0	0.29028708554848	Inf	Inf	1	1
CG31468	0.758869218338218	0	1.51773843667644	Inf	Inf	0.977128278558842	1
CG31515	0.29028708554848	0	0.58057417109696	Inf	Inf	1	1
CG31533	0.14514354277424	0	0.29028708554848	Inf	Inf	1	1
CG31538	0.569151913753663	0	1.13830382750733	Inf	Inf	1	1
CG31542	0.43543062832272	0	0.870861256645441	Inf	Inf	1	1
CG31702	0.29028708554848	0	0.58057417109696	Inf	Inf	1	1
CG31708	1.30629188496816	0	2.61258376993632	Inf	Inf	0.735827032369089	1
CG31741	0.14514354277424	0	0.29028708554848	Inf	Inf	1	1
CG31760	1.30629188496816	0	2.61258376993632	Inf	Inf	0.735827032369089	1
CG31769	0.524578151943349	0	1.0491563038867	Inf	Inf	1	1
CG31780	0.29028708554848	0	0.58057417109696	Inf	Inf	1	1
CG31814	0.14514354277424	0	0.29028708554848	Inf	Inf	1	1
CG31816	0.14514354277424	0	0.29028708554848	Inf	Inf	1	1
CG31819	0.725717713871201	0	1.4514354277424	Inf	Inf	0.958089921113017	1
CG31832	0.625147932907275	0	1.25029586581455	Inf	Inf	1	1
CG31870	0.14514354277424	0	0.29028708554848	Inf	Inf	1	1
CG31913	0.14514354277424	0	0.29028708554848	Inf	Inf	1	1
CG31975	0.870861256645441	0	1.74172251329088	Inf	Inf	0.8986164075894	1
CG31976	0.725717713871201	0	1.4514354277424	Inf	Inf	0.958089921113017	1
CG3199	0.29028708554848	0	0.58057417109696	Inf	Inf	1	1
CG32006	0.14514354277424	0	0.29028708554848	Inf	Inf	1	1
CG32053	0.14514354277424	0	0.29028708554848	Inf	Inf	1	1
CG32071	0.29028708554848	0	0.58057417109696	Inf	Inf	1	1
CG32074	0.29028708554848	0	0.58057417109696	Inf	Inf	1	1
CG32105	0.29028708554848	0	0.58057417109696	Inf	Inf	1	1
CG32106	0.725717713871201	0	1.4514354277424	Inf	Inf	0.958089921113017	1
CG32148	0.14514354277424	0	0.29028708554848	Inf	Inf	1	1
CG32150	0.58057417109696	0	1.16114834219392	Inf	Inf	1	1
CG32182	0.14514354277424	0	0.29028708554848	Inf	Inf	1	1
CG32189	1.01600479941968	0	2.03200959883936	Inf	Inf	0.841539197247342	1
CG32198	0.29028708554848	0	0.58057417109696	Inf	Inf	1	1
CG32213	0.14514354277424	0	0.29028708554848	Inf	Inf	1	1
CG32238	0.29028708554848	0	0.58057417109696	Inf	Inf	1	1
CG32248	0.29028708554848	0	0.58057417109696	Inf	Inf	1	1
CG32313	1.4514354277424	0	2.9028708554848	Inf	Inf	0.687392963469767	1
CG3239	0.948586522922772	0	1.89717304584554	Inf	Inf	0.904543519044124	1
CG32406	0.43543062832272	0	0.870861256645441	Inf	Inf	1	1
CG32440	0.43543062832272	0	0.870861256645441	Inf	Inf	1	1
CG32457	0.58057417109696	0	1.16114834219392	Inf	Inf	1	1
CG32507	0.43543062832272	0	0.870861256645441	Inf	Inf	1	1
CG32603	0.29028708554848	0	0.58057417109696	Inf	Inf	1	1
CG32643	0.14514354277424	0	0.29028708554848	Inf	Inf	1	1
